불량일자,라인,제품코드,제품명,불량유형,불량수량,불량중량_kg,원인,조치사항,처리구분,검사자,LOT번호,비고
2026-02-19,DUBAI,DCK-C,두바이코코아,성형불량,27,2.7,4일 휴무 후 복귀 작업자 숙련도 저하,숙련자 배치 + 초기 10개 샘플 검수 후 정상 생산,재작업,박검사,L260219-01,복귀 초기 불안정
2026-02-19,DUBAI,DCK-C,두바이코코아,외관불량,6,0.6,코팅 두께 불균일,코팅 도구 세척 및 재템퍼링,등급변경,최검사,L260219-02,복귀 초기 불안정
2026-02-19,DUBAI,DCK-C,두바이코코아,필링불량,4,0.4,필링 온도 부적절,필링 보온 온도 재설정,재작업,박검사,L260219-03,복귀 초기 불안정
2026-02-19,DUBAI,DCK-C,두바이코코아,중량미달,3,0.3,반죽 분할 오차,분할기 재보정,등급변경,최검사,L260219-04,복귀 초기 불안정
2026-02-19,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,폐기,김품질,L260219-05,복귀 초기 불안정
2026-02-19,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,등급변경,김품질,L260219-06,복귀 초기 불안정
2026-02-19,DUBAI,DCK-M,두바이말차,성형불량,11,1.2,4일 휴무 후 복귀 작업자 숙련도 저하,숙련자 배치 + 초기 10개 샘플 검수 후 정상 생산,폐기,박검사,L260219-07,복귀 초기 불안정
2026-02-19,DUBAI,DCK-M,두바이말차,외관불량,3,0.3,표면 크랙,냉각 속도 조정,재작업,최검사,L260219-08,복귀 초기 불안정
2026-02-19,DUBAI,DCK-M,두바이말차,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,재작업,박검사,L260219-09,복귀 초기 불안정
2026-02-19,DUBAI,DCK-M,두바이말차,중량미달,1,0.1,필링 부족,필링 투입량 재설정,폐기,최검사,L260219-10,복귀 초기 불안정
2026-02-19,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,등급변경,김품질,L260219-11,복귀 초기 불안정
2026-02-19,ITALY,ICK-D,이태리다크,성형불량,4,0.4,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,등급변경,박검사,L260219-12,
2026-02-19,ITALY,ICK-D,이태리다크,외관불량,3,0.3,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,폐기,최검사,L260219-13,
2026-02-19,ITALY,ICK-D,이태리다크,필링불량,2,0.2,필링 계량 오차,계량기 재보정,등급변경,박검사,L260219-14,
2026-02-19,ITALY,ICK-D,이태리다크,중량미달,1,0.1,필링 부족,필링 투입량 재설정,등급변경,최검사,L260219-15,
2026-02-19,ITALY,ICK-D,이태리다크,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,폐기,김품질,L260219-16,
2026-02-19,ITALY,ICK-D,이태리다크,포장불량,1,0.1,실링 불량,실링기 점검,등급변경,김품질,L260219-17,
2026-02-19,ITALY,ICK-O,이태리오리지널,성형불량,6,0.6,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,폐기,김품질,L260219-18,
2026-02-19,ITALY,ICK-O,이태리오리지널,외관불량,4,0.4,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,폐기,이검사,L260219-19,
2026-02-19,ITALY,ICK-O,이태리오리지널,필링불량,3,0.3,필링 계량 오차,계량기 재보정,폐기,김품질,L260219-20,
2026-02-19,ITALY,ICK-O,이태리오리지널,중량미달,2,0.2,필링 부족,필링 투입량 재설정,재작업,이검사,L260219-21,
2026-02-19,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,등급변경,최검사,L260219-22,
2026-02-19,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,폐기,김품질,L260219-23,
2026-02-20,DUBAI,DCK-C,두바이코코아,성형불량,20,2.0,복귀 초기 반죽 온도 관리 미숙,숙련자 배치 + 초기 10개 샘플 검수 후 정상 생산,등급변경,박검사,L260220-01,복귀 초기 불안정
2026-02-20,DUBAI,DCK-C,두바이코코아,외관불량,5,0.5,표면 크랙,냉각 속도 조정,폐기,김품질,L260220-02,복귀 초기 불안정
2026-02-20,DUBAI,DCK-C,두바이코코아,필링불량,3,0.3,필링 계량 오차,계량기 재보정,재작업,박검사,L260220-03,복귀 초기 불안정
2026-02-20,DUBAI,DCK-C,두바이코코아,중량미달,3,0.3,반죽 분할 오차,분할기 재보정,재작업,최검사,L260220-04,복귀 초기 불안정
2026-02-20,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,폐기,김품질,L260220-05,복귀 초기 불안정
2026-02-20,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,등급변경,박검사,L260220-06,복귀 초기 불안정
2026-02-20,DUBAI,DCK-M,두바이말차,성형불량,12,1.2,4일 휴무 후 복귀 작업자 숙련도 저하,숙련자 배치 + 초기 10개 샘플 검수 후 정상 생산,재작업,이검사,L260220-07,복귀 초기 불안정
2026-02-20,DUBAI,DCK-M,두바이말차,외관불량,3,0.3,초콜릿 템퍼링 실패,템퍼링 온도 ±1도 관리,재작업,박검사,L260220-08,복귀 초기 불안정
2026-02-20,DUBAI,DCK-M,두바이말차,필링불량,2,0.2,필링 계량 오차,계량기 재보정,재작업,이검사,L260220-09,복귀 초기 불안정
2026-02-20,DUBAI,DCK-M,두바이말차,중량미달,2,0.2,반죽 분할 오차,분할기 재보정,폐기,김품질,L260220-10,복귀 초기 불안정
2026-02-20,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,폐기,박검사,L260220-11,복귀 초기 불안정
2026-02-20,ITALY,ICK-D,이태리다크,성형불량,5,0.6,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,폐기,최검사,L260220-12,
2026-02-20,ITALY,ICK-D,이태리다크,외관불량,4,0.4,표면 크랙,냉각 속도 조정,재작업,이검사,L260220-13,
2026-02-20,ITALY,ICK-D,이태리다크,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,등급변경,김품질,L260220-14,
2026-02-20,ITALY,ICK-D,이태리다크,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,폐기,박검사,L260220-15,
2026-02-20,ITALY,ICK-D,이태리다크,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,등급변경,이검사,L260220-16,
2026-02-20,ITALY,ICK-D,이태리다크,포장불량,1,0.1,실링 불량,실링기 점검,등급변경,최검사,L260220-17,
2026-02-20,ITALY,ICK-O,이태리오리지널,성형불량,7,0.7,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),등급변경,박검사,L260220-18,
2026-02-20,ITALY,ICK-O,이태리오리지널,외관불량,4,0.4,초콜릿 템퍼링 실패,템퍼링 온도 ±1도 관리,등급변경,김품질,L260220-19,
2026-02-20,ITALY,ICK-O,이태리오리지널,필링불량,3,0.3,필링 온도 부적절,필링 보온 온도 재설정,폐기,박검사,L260220-20,
2026-02-20,ITALY,ICK-O,이태리오리지널,중량미달,2,0.2,필링 부족,필링 투입량 재설정,폐기,최검사,L260220-21,
2026-02-20,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,재작업,김품질,L260220-22,
2026-02-20,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,재작업,박검사,L260220-23,
2026-02-21,DUBAI,DCK-C,두바이코코아,성형불량,29,3.0,복귀 초기 반죽 온도 관리 미숙,숙련자 배치 + 초기 10개 샘플 검수 후 정상 생산,등급변경,박검사,L260221-01,복귀 초기 불안정
2026-02-21,DUBAI,DCK-C,두바이코코아,외관불량,7,0.8,표면 크랙,냉각 속도 조정,등급변경,최검사,L260221-02,복귀 초기 불안정
2026-02-21,DUBAI,DCK-C,두바이코코아,필링불량,5,0.5,필링 계량 오차,계량기 재보정,폐기,박검사,L260221-03,복귀 초기 불안정
2026-02-21,DUBAI,DCK-C,두바이코코아,중량미달,4,0.4,카다이프 투입량 부족,원료 계량 강화,재작업,최검사,L260221-04,복귀 초기 불안정
2026-02-21,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,재작업,김품질,L260221-05,복귀 초기 불안정
2026-02-21,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,등급변경,박검사,L260221-06,복귀 초기 불안정
2026-02-21,DUBAI,DCK-M,두바이말차,성형불량,12,1.4,4일 휴무 후 복귀 작업자 숙련도 저하,숙련자 배치 + 초기 10개 샘플 검수 후 정상 생산,폐기,박검사,L260221-07,복귀 초기 불안정
2026-02-21,DUBAI,DCK-M,두바이말차,외관불량,3,0.3,초콜릿 템퍼링 실패,템퍼링 온도 ±1도 관리,재작업,김품질,L260221-08,복귀 초기 불안정
2026-02-21,DUBAI,DCK-M,두바이말차,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,재작업,이검사,L260221-09,복귀 초기 불안정
2026-02-21,DUBAI,DCK-M,두바이말차,중량미달,2,0.2,반죽 분할 오차,분할기 재보정,재작업,김품질,L260221-10,복귀 초기 불안정
2026-02-21,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,재작업,박검사,L260221-11,복귀 초기 불안정
2026-02-21,ITALY,ICK-D,이태리다크,성형불량,5,0.5,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),등급변경,최검사,L260221-12,
2026-02-21,ITALY,ICK-D,이태리다크,외관불량,4,0.5,표면 크랙,냉각 속도 조정,폐기,이검사,L260221-13,
2026-02-21,ITALY,ICK-D,이태리다크,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,등급변경,최검사,L260221-14,
2026-02-21,ITALY,ICK-D,이태리다크,중량미달,1,0.1,반죽 분할 오차,분할기 재보정,폐기,박검사,L260221-15,
2026-02-21,ITALY,ICK-D,이태리다크,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,폐기,이검사,L260221-16,
2026-02-21,ITALY,ICK-D,이태리다크,포장불량,1,0.1,실링 불량,실링기 점검,폐기,최검사,L260221-17,
2026-02-21,ITALY,ICK-O,이태리오리지널,성형불량,7,0.7,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),등급변경,최검사,L260221-18,
2026-02-21,ITALY,ICK-O,이태리오리지널,외관불량,5,0.6,표면 크랙,냉각 속도 조정,폐기,박검사,L260221-19,
2026-02-21,ITALY,ICK-O,이태리오리지널,필링불량,3,0.3,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,폐기,최검사,L260221-20,
2026-02-21,ITALY,ICK-O,이태리오리지널,중량미달,2,0.2,필링 부족,필링 투입량 재설정,폐기,박검사,L260221-21,
2026-02-21,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,등급변경,이검사,L260221-22,
2026-02-21,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,재작업,최검사,L260221-23,
2026-02-24,DUBAI,DCK-C,두바이코코아,성형불량,7,0.8,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),등급변경,박검사,L260224-01,
2026-02-24,DUBAI,DCK-C,두바이코코아,외관불량,5,0.5,초콜릿 표면 백화현상 (온도변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,등급변경,김품질,L260224-02,
2026-02-24,DUBAI,DCK-C,두바이코코아,필링불량,3,0.3,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,등급변경,이검사,L260224-03,
2026-02-24,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,필링 부족,필링 투입량 재설정,재작업,김품질,L260224-04,
2026-02-24,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,등급변경,박검사,L260224-05,
2026-02-24,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,재작업,박검사,L260224-06,
2026-02-24,DUBAI,DCK-M,두바이말차,성형불량,5,0.5,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),등급변경,김품질,L260224-07,
2026-02-24,DUBAI,DCK-M,두바이말차,외관불량,4,0.4,초콜릿 템퍼링 실패,템퍼링 온도 ±1도 관리,등급변경,최검사,L260224-08,
2026-02-24,DUBAI,DCK-M,두바이말차,필링불량,2,0.2,필링 계량 오차,계량기 재보정,등급변경,박검사,L260224-09,
2026-02-24,DUBAI,DCK-M,두바이말차,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,등급변경,이검사,L260224-10,
2026-02-24,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,등급변경,최검사,L260224-11,
2026-02-24,DUBAI,DCK-M,두바이말차,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,등급변경,김품질,L260224-12,
2026-02-24,ITALY,ICK-D,이태리다크,성형불량,4,0.4,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,등급변경,박검사,L260224-13,
2026-02-24,ITALY,ICK-D,이태리다크,외관불량,3,0.3,초콜릿 템퍼링 실패,템퍼링 온도 ±1도 관리,등급변경,김품질,L260224-14,
2026-02-24,ITALY,ICK-D,이태리다크,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,폐기,이검사,L260224-15,
2026-02-24,ITALY,ICK-D,이태리다크,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,등급변경,김품질,L260224-16,
2026-02-24,ITALY,ICK-D,이태리다크,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,폐기,박검사,L260224-17,
2026-02-24,ITALY,ICK-D,이태리다크,포장불량,1,0.1,실링 불량,실링기 점검,등급변경,박검사,L260224-18,
2026-02-24,ITALY,ICK-O,이태리오리지널,성형불량,5,0.6,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,폐기,박검사,L260224-19,
2026-02-24,ITALY,ICK-O,이태리오리지널,외관불량,4,0.4,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,재작업,김품질,L260224-20,
2026-02-24,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,필링 계량 오차,계량기 재보정,등급변경,이검사,L260224-21,
2026-02-24,ITALY,ICK-O,이태리오리지널,중량미달,2,0.2,카다이프 투입량 부족,원료 계량 강화,재작업,김품질,L260224-22,
2026-02-24,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,등급변경,박검사,L260224-23,
2026-02-24,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,실링 불량,실링기 점검,등급변경,박검사,L260224-24,
2026-02-25,DUBAI,DCK-C,두바이코코아,성형불량,7,0.7,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,등급변경,박검사,L260225-01,
2026-02-25,DUBAI,DCK-C,두바이코코아,외관불량,4,0.4,코팅 두께 불균일,코팅 도구 세척 및 재템퍼링,폐기,최검사,L260225-02,
2026-02-25,DUBAI,DCK-C,두바이코코아,필링불량,3,0.3,필링 계량 오차,계량기 재보정,폐기,박검사,L260225-03,
2026-02-25,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,반죽 분할 오차,분할기 재보정,재작업,최검사,L260225-04,
2026-02-25,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,등급변경,김품질,L260225-05,
2026-02-25,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,재작업,김품질,L260225-06,
2026-02-25,DUBAI,DCK-M,두바이말차,성형불량,5,0.5,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),등급변경,박검사,L260225-07,
2026-02-25,DUBAI,DCK-M,두바이말차,외관불량,4,0.4,초콜릿 템퍼링 실패,템퍼링 온도 ±1도 관리,등급변경,김품질,L260225-08,
2026-02-25,DUBAI,DCK-M,두바이말차,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,등급변경,이검사,L260225-09,
2026-02-25,DUBAI,DCK-M,두바이말차,중량미달,1,0.1,필링 부족,필링 투입량 재설정,폐기,김품질,L260225-10,
2026-02-25,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,등급변경,박검사,L260225-11,
2026-02-25,DUBAI,DCK-M,두바이말차,포장불량,1,0.1,실링 불량,실링기 점검,등급변경,박검사,L260225-12,
2026-02-25,ITALY,ICK-D,이태리다크,성형불량,3,0.3,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),등급변경,최검사,L260225-13,
2026-02-25,ITALY,ICK-D,이태리다크,외관불량,2,0.2,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,폐기,이검사,L260225-14,
2026-02-25,ITALY,ICK-D,이태리다크,필링불량,1,0.1,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,재작업,최검사,L260225-15,
2026-02-25,ITALY,ICK-D,이태리다크,중량미달,1,0.1,필링 부족,필링 투입량 재설정,등급변경,박검사,L260225-16,
2026-02-25,ITALY,ICK-O,이태리오리지널,성형불량,5,0.5,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,재작업,최검사,L260225-17,
2026-02-25,ITALY,ICK-O,이태리오리지널,외관불량,4,0.4,표면 크랙,냉각 속도 조정,등급변경,박검사,L260225-18,
2026-02-25,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,등급변경,최검사,L260225-19,
2026-02-25,ITALY,ICK-O,이태리오리지널,중량미달,1,0.1,반죽 분할 오차,분할기 재보정,폐기,박검사,L260225-20,
2026-02-25,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,재작업,이검사,L260225-21,
2026-02-25,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,등급변경,최검사,L260225-22,
2026-02-26,DUBAI,DCK-C,두바이코코아,성형불량,7,0.7,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,등급변경,최검사,L260226-01,
2026-02-26,DUBAI,DCK-C,두바이코코아,외관불량,4,0.4,초콜릿 표면 백화현상 (온도변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,등급변경,박검사,L260226-02,
2026-02-26,DUBAI,DCK-C,두바이코코아,필링불량,3,0.3,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,재작업,최검사,L260226-03,
2026-02-26,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,카다이프 투입량 부족,원료 계량 강화,등급변경,박검사,L260226-04,
2026-02-26,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,폐기,이검사,L260226-05,
2026-02-26,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,재작업,최검사,L260226-06,
2026-02-26,DUBAI,DCK-M,두바이말차,성형불량,5,0.5,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,재작업,최검사,L260226-07,
2026-02-26,DUBAI,DCK-M,두바이말차,외관불량,2,0.2,초콜릿 표면 백화현상 (온도변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,등급변경,박검사,L260226-08,
2026-02-26,DUBAI,DCK-M,두바이말차,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,등급변경,최검사,L260226-09,
2026-02-26,DUBAI,DCK-M,두바이말차,중량미달,1,0.1,반죽 분할 오차,분할기 재보정,재작업,박검사,L260226-10,
2026-02-26,ITALY,ICK-D,이태리다크,성형불량,3,0.3,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),폐기,최검사,L260226-11,
2026-02-26,ITALY,ICK-D,이태리다크,외관불량,3,0.3,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,재작업,박검사,L260226-12,
2026-02-26,ITALY,ICK-D,이태리다크,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,폐기,최검사,L260226-13,
2026-02-26,ITALY,ICK-D,이태리다크,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,폐기,박검사,L260226-14,
2026-02-26,ITALY,ICK-D,이태리다크,원료이물,1,0.1,견과류 껍질 혼입,원료 선별 강화,등급변경,이검사,L260226-15,
2026-02-26,ITALY,ICK-D,이태리다크,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,재작업,최검사,L260226-16,
2026-02-26,ITALY,ICK-O,이태리오리지널,성형불량,5,0.6,반죽 온도 부적절 (마시멜로 과열),마시멜로 녹이기 온도 재조정,등급변경,이검사,L260226-17,
2026-02-26,ITALY,ICK-O,이태리오리지널,외관불량,4,0.4,초콜릿 표면 백화현상 (온도변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,폐기,김품질,L260226-18,
2026-02-26,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,등급변경,이검사,L260226-19,
2026-02-26,ITALY,ICK-O,이태리오리지널,중량미달,1,0.1,반죽 분할 오차,분할기 재보정,등급변경,김품질,L260226-20,
2026-02-26,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,재작업,박검사,L260226-21,
2026-02-26,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,폐기,이검사,L260226-22,
2026-02-27,DUBAI,DCK-C,두바이코코아,성형불량,9,1.0,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,등급변경,이검사,L260227-01,
2026-02-27,DUBAI,DCK-C,두바이코코아,외관불량,6,0.6,초콜릿 템퍼링 실패,템퍼링 온도 ±1도 관리,폐기,김품질,L260227-02,
2026-02-27,DUBAI,DCK-C,두바이코코아,필링불량,3,0.3,필링 온도 부적절,필링 보온 온도 재설정,등급변경,이검사,L260227-03,
2026-02-27,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,필링 부족,필링 투입량 재설정,등급변경,김품질,L260227-04,
2026-02-27,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,등급변경,박검사,L260227-05,
2026-02-27,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,폐기,이검사,L260227-06,
2026-02-27,DUBAI,DCK-M,두바이말차,성형불량,3,0.3,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),재작업,이검사,L260227-07,
2026-02-27,DUBAI,DCK-M,두바이말차,외관불량,3,0.3,코팅 두께 불균일,코팅 도구 세척 및 재템퍼링,폐기,김품질,L260227-08,
2026-02-27,DUBAI,DCK-M,두바이말차,필링불량,2,0.2,필링 계량 오차,계량기 재보정,등급변경,이검사,L260227-09,
2026-02-27,DUBAI,DCK-M,두바이말차,중량미달,1,0.1,필링 부족,필링 투입량 재설정,등급변경,김품질,L260227-10,
2026-02-27,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,등급변경,박검사,L260227-11,
2026-02-27,DUBAI,DCK-M,두바이말차,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,등급변경,이검사,L260227-12,
2026-02-27,ITALY,ICK-D,이태리다크,성형불량,3,0.3,반죽 경화 (작업 지연으로 식음),반죽 재제조 (온도 관리 강화),등급변경,김품질,L260227-13,
2026-02-27,ITALY,ICK-D,이태리다크,외관불량,2,0.2,초콜릿 템퍼링 실패,템퍼링 온도 ±1도 관리,등급변경,최검사,L260227-14,
2026-02-27,ITALY,ICK-D,이태리다크,필링불량,1,0.1,필링 계량 오차,계량기 재보정,재작업,김품질,L260227-15,
2026-02-27,ITALY,ICK-D,이태리다크,중량미달,1,0.1,카다이프 투입량 부족,원료 계량 강화,폐기,이검사,L260227-16,
2026-02-27,ITALY,ICK-O,이태리오리지널,성형불량,5,0.6,작업 속도 과다 (물량 맞추기 급함),작업 속도 조절 (숙련자 배치),폐기,박검사,L260227-17,
2026-02-27,ITALY,ICK-O,이태리오리지널,외관불량,4,0.4,초콜릿 블룸 (습도),코팅실 제습 및 냉각 온도 재설정,등급변경,최검사,L260227-18,
2026-02-27,ITALY,ICK-O,이태리오리지널,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,재작업,박검사,L260227-19,
2026-02-27,ITALY,ICK-O,이태리오리지널,중량미달,2,0.2,카다이프 투입량 부족,원료 계량 강화,재작업,최검사,L260227-20,
2026-02-27,ITALY,ICK-O,이태리오리지널,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,등급변경,김품질,L260227-21,
2026-02-27,ITALY,ICK-O,이태리오리지널,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,재작업,박검사,L260227-22,
2026-02-28,DUBAI,DCK-C,두바이코코아,성형불량,5,0.5,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,등급변경,김품질,L260228-01,
2026-02-28,DUBAI,DCK-C,두바이코코아,외관불량,4,0.4,초콜릿 템퍼링 실패,템퍼링 온도 ±1도 관리,폐기,최검사,L260228-02,
2026-02-28,DUBAI,DCK-C,두바이코코아,필링불량,2,0.2,필링 온도 부적절,필링 보온 온도 재설정,폐기,김품질,L260228-03,
2026-02-28,DUBAI,DCK-C,두바이코코아,중량미달,2,0.2,반죽 분할 오차,분할기 재보정,등급변경,이검사,L260228-04,
2026-02-28,DUBAI,DCK-C,두바이코코아,원료이물,1,0.1,카다이프 이물,원료 재검수 실시,등급변경,최검사,L260228-05,
2026-02-28,DUBAI,DCK-C,두바이코코아,포장불량,1,0.1,포장기 정렬 오류,포장기 재정렬,등급변경,김품질,L260228-06,
2026-02-28,DUBAI,DCK-M,두바이말차,성형불량,5,0.5,성형 틀 마모,성형 틀 교체,등급변경,박검사,L260228-07,
2026-02-28,DUBAI,DCK-M,두바이말차,외관불량,3,0.3,코팅 두께 불균일,코팅 도구 세척 및 재템퍼링,폐기,김품질,L260228-08,
2026-02-28,DUBAI,DCK-M,두바이말차,필링불량,2,0.2,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,폐기,박검사,L260228-09,
2026-02-28,DUBAI,DCK-M,두바이말차,중량미달,1,0.1,필링 부족,필링 투입량 재설정,재작업,최검사,L260228-10,
2026-02-28,DUBAI,DCK-M,두바이말차,원료이물,1,0.1,원재료 이물 혼입,해당LOT 격리 및 수입검사 강화,등급변경,김품질,L260228-11,
2026-02-28,DUBAI,DCK-M,두바이말차,포장불량,1,0.1,라벨 위치 오류,라벨러 재정렬,재작업,박검사,L260228-12,
2026-02-28,ITALY,ICK-D,이태리다크,성형불량,3,0.3,카다이프 꼬임 불균일,카다이프 해동 시간 재설정,등급변경,이검사,L260228-13,
2026-02-28,ITALY,ICK-D,이태리다크,외관불량,2,0.2,초콜릿 표면 백화현상 (온도변화),템퍼링 온도 ±1도 관리 및 코팅실 항온,등급변경,박검사,L260228-14,
2026-02-28,ITALY,ICK-D,이태리다크,필링불량,1,0.1,마시멜로 점성 과다,에어컨 가동 및 충전속도 조절,재작업,최검사,L260228-15,
